source,soru,cevap,category,qid,edited_cevap,label
ragturk,Yezidi Soykırımı hangi örgüt tarafından gerçekleştirilmiştir?,Irak ve Şam İslam Devleti (IŞİD veya İslam Devleti).,FACTUAL,,,
ragturk,Yezidi Soykırımı'na uluslararası toplumun ilk tepkileri ve devam eden destekleri neler olmuştur ve bu soykırımın doğrudan sonuçları nelerdi?,"Yezidi Soykırımı'na uluslararası toplum, ABD'nin IŞİD'e yönelik hava saldırılarıyla ve ABD, İngiltere, Avustralya tarafından Sincar Dağları'na kaçan Yezidilere yapılan acil yardımlarla tepki vermiştir. Ayrıca, ABD, İngiltere ve Avustralya, Yezidileri savunmaya giden Peşmerge, PKK ve YPG güçlerine silah desteği sağlamıştır. Soykırımın doğrudan sonuçları arasında yaklaşık 5.000 kişinin öldürülmesi, 10 bine yakın kişinin esir düşmesi veya kaçırılması, yaklaşık 500.000 mülteci, Yezîdî kadınların ve küçük yaştaki kızların cinsel köleliğe zorlanması, erkeklerin sürgün edilmesi ve Almanya'daki diğer Yezîdî topluluklarının etkilenmesi yer almaktadır. Ayrıca Kürdistan Bölgesel Hükümeti, 3 Ağustos gününü 2019 yılında ""Ezidi Soykırım Günü"" ilan etmiştir.",INTERPRETATION,,,
ragturk,Yezd'in isminin kökeni hangi Sasani kralına dayanmaktadır?,Yezdgerd'e,FACTUAL,,,
ragturk,"Yezd'in İran'ın orta kısmındaki coğrafi konumu ve çöllerle çevrili olması, 13. yüzyıldaki istilalardan kısmen kurtulmasında nasıl bir etkiye sahip olmuştur?","İran'ın orta kısmında yer alması ve çöllerle çevrili olması sayesinde Yezd, 13. yüzyıl başlarında Cengiz Han ve Timur ordularının yıkımlarından kısmen kurtulabilmiştir.",INTERPRETATION,,,
ragturk,Yol bisiklet yarışı sporu hangi kuruluş tarafından yönetilmektedir?,Union Cycliste Internationale (UCI),FACTUAL,,,
ragturk,Yol bisikleti yarışlarının modern formu nerede ortaya çıktı ve zaman içinde coğrafi olarak nasıl yayıldı?,"Yol bisikleti yarışlarının modern hali 19. yüzyılın sonlarında Batı Avrupa'da, özellikle Fransa, İspanya, Belçika ve İtalya gibi ülkelerde ortaya çıktı ve 1868'de organize bir spor olarak başladı. Başlangıçta bu ülkelerde popüler olan spor, 2. Dünya Savaşı'ndan sonra Kolombiya, Danimarka, Almanya, Lüksemburg, Hollanda, Portekiz, İspanya ve İsviçre gibi ülkelere yayıldı. 1980'lerin ortalarından bu yana ise spor, dünyanın tüm kıtalarında profesyonel yarışlar düzenlenerek küresel olarak çeşitlenmiştir.",INTERPRETATION,,,
ragturk,"Intel Core Duo serisi, Napa platformunun diğer bileşenleriyle birlikte ne zaman piyasaya sürülmüştür?","Intel Core Duo serisi, Napa platformunun diğer bileşenleriyle birlikte 5 Ocak 2006'da piyasaya sürülmüştür.",FACTUAL,,,
ragturk,"Başlangıçta Core Solo ve Core Duo olarak piyasaya sürülen Yonah işlemcisi, başka hangi Intel ürün serilerine ayrılmıştır ve bu türevlerin bazı temel farklılaştıran özellikleri nelerdi?","Yonah işlemcisi, başlangıçta Intel'in Core Solo ve Core Duo mobil mikroişlemcileri olarak piyasaya sürülmüştür. Daha sonra, Yonah'ın Sossaman kod adlı çift çekirdekli sunucu türevi, Xeon LV markası altında piyasaya sürülmüştür. Sossaman, çift soket konfigürasyonu ve 36 bit bellek adresleme desteği (PAE modu) ile öne çıkmıştır. Ayrıca, Yonah'ın tek çekirdekli versiyonu olan Yonah-1024, Celeron M 400 serisi işlemcileri olarak piyasaya sürülmüştür; bu versiyon, yarı miktarda L2 önbelleğe sahipti ve SpeedStep ile Intel VT-x özelliklerini desteklemiyordu. Yonah'ın başka bir çift çekirdekli versiyonu da Intel VT-x desteği bulunan Pentium Dual-Core T2060, T2080 ve T2130 mobil işlemcileri olarak piyasaya sürülmüştür.",INTERPRETATION,,,
ragturk,"Yoon, aktör olarak hangi yıl giriş yaptı?",2012 yılında,FACTUAL,,,
ragturk,"Yoon Kyun-sang'ın oyunculuk kariyerinde, tanınırlık kazanmasından ilk başrollerini üstlenmesine kadar olan süreçte hangi önemli yapımlar etkili olmuştur?","Yoon Kyun-sang, televizyon dizisi Pinocchio'daki yardımcı rolüyle oyunculukta tanınırlık elde etmiştir. Bu tanınırlığın ardından, Six Flying Dragons'daki oyunculuğuyla Grimae Ödülleri'nde En İyi Yeni Erkek Oyuncu ödülünü kazanarak kariyerinde önemli bir yer edinmiş ve bu başarılar The Rebel dizisindeki ilk başrolünü üstlenmesine zemin hazırlamıştır.",INTERPRETATION,,,
ragturk,Snake in the Eagle's Shadow filminin Kantonca adı nedir?,Se ying diu sau,FACTUAL,,,
ragturk,"Yuen Woo-ping, Hong Kong sinemasında dövüş sanatları koreografı ve film yönetmeni olarak tanınırken, yönettiği filmler kariyerinin hangi dönemlerini kapsar ve bu filmlerden bazı örnekler nelerdir?","Yuen Woo-ping, aksiyon sinemasında dövüş sanatları koreografı ve film yönetmeni olarak Hong Kong'da tanınmaktadır. Yönetmenlik kariyeri 1978'den (örneğin, Snake in the Eagle's Shadow ve Drunken Master) 2018'e (örneğin, Master Z: The Ip Man Legacy) kadar uzun bir dönemi kapsamaktadır. Bu süreçte yönettiği diğer filmler arasında The Miracle Fighters (1982), Iron Monkey (1993), Wing Chun (1994) ve Crouching Tiger, Hidden Dragon: Sword of Destiny (2016) gibi yapımlar bulunmaktadır.",INTERPRETATION,,,
ragturk,"Chen Hoi Lau olarak da bilinen Beş katlı Pagoda, 1928'de halka açıldığından beri hangi müzeye ev sahipliği yapmaktadır?",Guangzhou Müzesi,FACTUAL,,,
ragturk,"Yuexiu Tepesi'nin çeşitli isimleri ve üzerinde bulunan Beş Koç Heykeli, Guangzhou'nun kimliği ve turistik çekiciliği için hangi önemi taşır?","Yuexiu Tepesi, Guangzhou'nun en ünlü turistik yerlerinden biri olup, şu anda şehrin Yuexiu Parkı'nı oluşturmaktadır ve tarihi olarak eski surlarla çevrili şehrin kuzey ucuydu. Hem Mandarin hem de Kantonca kökenli ""Yuexiu Dağı"" ve ""Yut-Sau-Shan"" gibi çeşitli isimlerle anılır. Tepenin üzerinde yer alan Beş Koç Heykeli, Guangzhou'nun amblemlerinden biridir ve şehre ""Koçlar Şehri"" lakabını veren, sakinlerine pirinç ekimini öğreterek kıtlığı sona erdiren efsanevi beş koçu temsil eder; bu da yerliler için iyi şans anlamına gelir. Böylece hem isimleriyle hem de efsanevi heykeliyle Guangzhou'nun kültürel kimliğinin ve turistik cazibesinin önemli bir parçasıdır.",INTERPRETATION,,,
ragturk,Osmanlılar Basiani bölgesini Gürcülerden hangi tarihte ele geçirdi?,1545 yılında,FACTUAL,,,
ragturk,"Yukarıçakmak köyünün tarihi süreç boyunca isimleri, coğrafi konum bilgileri ve idari statüsü nasıl bir gelişim göstermiştir?","Yukarıçakmak köyü, tarihte Çakmak veya Çakmak-i Ulya adlarıyla anılmış olup, Erzurum ilinin Pasinler ilçesine bağlı, tarihi Basiani bölgesinin Yukarı Basiani kısmında yer almıştır. Osmanlı idaresinde Hasan Kala kazasının bir köyü iken, 1935 ve 1965 nüfus sayımlarında köy statüsünü sürdürmüş, 2012 yılında ise 6360 Sayılı Yasa ile Pasinler Belediyesi'nin bir mahallesi haline gelmiştir.",INTERPRETATION,,,
ragturk,Yukarışimşirli köyünün eski adı neydi?,Kısman Malivar veya Kısmenmelivar idi.,FACTUAL,,,
ragturk,Yukarışimşirli köyünün eski adları nelerdi ve idari bağlılığı zaman içinde nasıl değişerek günümüzdeki konumuna ulaştı?,"Yukarışimşirli köyünün eski adları Kısman Malivar veya Kısmenmelivar idi. Köy, 1876'da Trabzon Vilayeti'nin Lazistan sancağı'nın Atina kazasının Hemşin nahiyesine bağlıyken, 1928'de Rize vilayetinin Atina kazasının Hemşin nahiyesine bağlandı. Atina kazasının adı sonradan Pazar olarak değişti. 1955'te Ardeşen kazasına bağlı Çamlıca nahiyesinin bir köyü oldu ve 1957'de Çamlıca nahiyesi Çamlıhemşin adıyla ilçe olunca bu ilçeye bağlandı. 1959 yılında adı Yukarışimşirli olarak değiştirilen köy, günümüzde Rize ilinin Çamlıhemşin ilçesine bağlıdır.",INTERPRETATION,,,
ragturk,Yumaklı'nın eski adı nedir?,Bari.,FACTUAL,,,
ragturk,"Yumaklı'nın idari statüsü, adı ve demografik yapısı, 16. yüzyıldan günümüze kadar hangi değişiklikleri geçirmiş ve bu değişikliklerin temel nedenleri neler olmuştur?","Yumaklı'nın adı, idari statüsü ve demografik yapısı zaman içinde önemli değişiklikler göstermiştir. Orta Çağ'da Gürcistan'ın Tao bölgesinde Bari olarak bilinen yerleşim, 16. yüzyılın ortalarında Osmanlı kontrolüne geçtikten sonra ismi Türkçeye Bar olarak girmiştir. 1574'te Tortum sancağının Liskavi nahiyesine bağlı bir köy olarak 94 Hristiyan haneden oluşuyordu. 1835'e gelindiğinde Erzurum eyaletinin Tortum kazasına bağlı bir köydü ve Müslüman ile Hristiyan nüfusu bir arada yaşıyordu; bu dönemdeki tahmini toplam nüfusu yaklaşık 256 kişiydi. 1928'de bir yazım hatasıyla 'Yar' olarak kaydedilmiş, 1940'ta nüfusu 434'e ulaşmıştır. 1959 yılında 'Bari' veya 'Bar' isminin Türkçe olmaması nedeniyle resmi olarak Yumaklı adını almıştır. 1965'te nüfusu 621'e yükselmiş, nihayet 2012 yılında 6360 Sayılı Yasa ile köy tüzel kişiliği kaldırılarak Tortum Belediyesi'nin kırsal bir mahallesi haline gelmiştir.",INTERPRETATION,,,
ragturk,Ötektoid altı çelikte Ac1 sıcaklığına kadar ısıtılması sırasında içyapıda ne gibi bir değişme olmaz?,İçyapıda herhangi bir değişme olmaz.,FACTUAL,,,
ragturk,Yumuşatma tavlamasının genel amacı nedir ve bu amaca ulaşmak için ötektoid altı çeliklerde Ac3 sıcaklığı üzerinde içyapıda hangi temel değişimler hedeflenir?,"Yumuşatma tavlamasının genel amacı, malzemelerde istenen yapısal, mekanik ve fiziksel özellikleri elde etmek, ayrıca talaşlı imalat veya plastik şekil vermeyi kolaylaştırmaktır. Ötektoid altı çeliklerde bu amaca ulaşmak için Ac3 sıcaklığının üzerinde, içyapının tamamının ince taneli östenite dönüşmesi hedeflenir. Bu östenitik yapı, fırın içinde çok yavaş soğutulduğunda oda sıcaklığında ince görünümlü ferrit taneleri ve büyük olmayan perlit bölgeleri içeren bir içyapı oluşturur.",INTERPRETATION,,,
ragturk,Bizans İmparatorluğu'nun Paleologi hanedanı tarafından yönetildiği dönemde ortaya çıkan yeni Yunan vatanseverliğine ne eşlik etmiştir?,Antik Yunan'a geri dönüş eşlik etmiştir.,FACTUAL,,,
ragturk,"Yunan milliyetçiliği, modern öncesi çağlardan günümüze kadar nasıl bir ideolojiden siyasi bir harekete dönüşmüş ve bu süreçte temel hedefleri ve sonuçları neler olmuştur?","Yunan milliyetçiliği, başlangıçta MS 5. yüzyılda Yunan-Pers Savaşları sırasında esasen bir ideoloji olarak kurulmuştur ve Bizans İmparatorluğu döneminde antik Yunan'a geri dönüşle yeni bir Yunan vatanseverliği dönemi ortaya çıkmıştır. 18. yüzyıldan itibaren Osmanlı İmparatorluğu'na karşı Yunan Kurtuluş Savaşı'nda (1821-1829) önemli bir siyasi hareket haline gelmiştir. Bu hareketin temel hedefleri arasında Osmanlı egemenliğinden kurtulmak ve Yunan nüfusunun yaşadığı bölgelerin daha büyük bir Yunan devletine dahil edilmesi anlamına gelen Enosis yer almıştır. Enosis, İyon Adaları'nın (1864), Girit'in (1908) ve Oniki Adalar'ın (1947) Yunanistan'a katılmasıyla sonuçlanmıştır. Ancak ""Megali İdea"" olarak bilinen Yunan irredantizmi, 1919-1922 Türk-Yunan Savaşı'nda gerilemiştir. Bugün Yunan milliyetçiliği, Yunanistan ve Türkiye arasındaki Kıbrıs meselesi gibi konularda önemini korumaktadır.",INTERPRETATION,,,
ragturk,"Çam Arnavutlarına yönelik zulüm ve ayrımcılık, bölgenin Yunanistan'a ne zaman ilhak edilmesinden itibaren günlük bir olay haline gelmiştir?",1913'te,FACTUAL,,,
ragturk,"Anadolu'nun işgali sırasında Yunanistan tarafından işlenen savaş suçları, tarihsel olarak savaş kurallarına aykırı eylemler olarak tanımlanırken, metinlerde bu suçların sistematik doğasını ve etkilerini gösteren hangi olaylar ve politikalar vurgulanmaktadır?","Yunanistan'ın işlediği savaş suçları, tarih boyunca savaş kurallarına aykırı olarak işlediği suçlar olarak tanımlanır. Anadolu'nun işgali sırasında bu suçlar, 15 Mayıs 1919'da başlayan katliam, etnik temizlik ve yağma şeklinde ortaya çıkmıştır. Özellikle geri çekilme dönemlerinde yakma ve yıkma politikası izlenmiş, Batı Cephesi'nde 640.000 sivilin katledildiği belirtilmiştir. Yalova Katliamı gibi olaylar, binlerce sivilin sistematik bir şekilde katledilmesi ve köylerin yakılmasıyla, Türk köylerini ve Müslüman nüfusu imha etmeye yönelik sistematik bir planın varlığını gözler önüne sermiştir. Bu planın Yunan talimatları altında Rum ve Ermeni çeteleri, hatta bazen düzenli Yunan birliklerinin yardımıyla yürütüldüğü ifade edilmiştir.",INTERPRETATION,,,
ragturk,"Yunan Polisi, Jandarma ve Şehir Polis Güçlerinin birleştirilmesi sonucunda bugünkü yapısına hangi yıl kavuşmuştur?",1984 yılında,FACTUAL,,,
ragturk,"Yunanistan'ın insan hakları koruma taahhütleri göz önüne alındığında, ülkedeki polis şiddetinin tarihsel ve güncel durumu ile mali krizin bu duruma etkisi arasındaki ilişki nasıl açıklanabilir?","Yunanistan, Avrupa İnsan Hakları Sözleşmesi ve İşkenceye Karşı Birleşmiş Milletler Sözleşmesi gibi uluslararası anlaşmaları imzalamış ve anayasasıyla tüm vatandaşların temel insan haklarını güvence altına almıştır. Ancak, Yunan Polisi'nin 1976'dan bu yana belgelenmiş polis şiddeti vakaları bulunmaktadır. Son yıllarda, özellikle mali kriz ve bunun sonucunda uygulanan kemer sıkma önlemlerine karşı yapılan protestolar sırasında polis şiddetinin seviyesi ve şiddeti önemli ölçüde artmıştır. Bu durum, göz yaşartıcı gaz kullanımı, ağır yaralanmalar ve haksız yere gözaltılarla kendini göstermiş olup, ülkenin insan hakları koruma taahhütleri ile çelişen bir tablo çizmektedir.",INTERPRETATION,,,
ragturk,Yunanistan'da günümüz turizmi hangi dönemde gelişmeye başlamıştır?,1960'lar ve 1970'ler.,FACTUAL,,,
ragturk,"Yunanistan'ın coğrafi özellikleri ve Akdeniz iklimi, antik çağlardan günümüze kadar ülkenin önde gelen bir turizm merkezi olmasındaki rolü nedir?","Yunanistan'ın uzun kıyı şeridi, birçok ada ve plajları gibi coğrafi özellikleri, Akdeniz ikliminin sunduğu sıcak ve kurak yazlar ile birleşerek ülkenin eski zamanlardan beri önemli bir turizm merkezi olmasında kilit rol oynamıştır. Bu doğal güzellikler ve elverişli iklim, hem antik çağlardaki ziyaretçileri çekmiş hem de 1960'lar ve 1970'lerde kitle turizminin gelişimi için temel oluşturmuştur, bu sayede Yunanistan ekonomik faaliyetlerin önemli bir unsuru haline gelmiştir.",INTERPRETATION,,,
ragturk,Yuri İvanoviç Yehanurov hangi yıllar arasında Ukrayna Başbakanı olarak görev yaptı?,2005-2006,FACTUAL,,,
ragturk,"Yuri Yehanurov'un inşaat sektöründeki deneyimi, Ukrayna'nın bağımsızlığından sonraki ekonomik ve siyasi rollerine nasıl bir zemin hazırlamıştır ve bu rollerde küçük ve orta büyüklükteki işletmelerin gelişimine yönelik temel katkıları neler olmuştur?","Yuri Yehanurov'un iş yaşamı 1967 senesinde çelik-beton panel fabrikasında ustalıktan fabrika müdürlüğüne terfisi ile başlamış, inşaat panelleri fabrikasında sorumlu başkan yardımcılığı ve Kiev İnşaat Kompleksi'nin sorumlu başkanlığı gibi görevlerde bulunarak inşaat endüstrisinde büyük deneyim kazanmıştır. Bu deneyim, Ukrayna'nın bağımsızlığından sonra 1991-1998 yılları arasında Ukrayna Devlet Ekonomi Kurulunda, Ukrayna Ekonomi Bakanlığı Yardımcılığı'nda ve Ukrayna Devlet Varlıkları Fonu'nda idari sorumluluklar alarak devlet politikasının, özellikle de ekonomik açıdan şekillenmesinde görev almasına zemin hazırlamıştır. Bu rollerde ve 1999-2001 yılları arasında Yuşçenko'nun hükûmetinde birinci başbakan yardımcısı olarak görev yaptığı dönemde, Ukrayna'da özelleştirme çalışmalarının ve Ukrayna Devlet Varlıkları Fonu'nun başında bulunmuş, yönetimi altında yapılan özelleştirme küçük ve orta büyüklükteki işletmelerin gelişimine katkıda bulunmuştur. Ayrıca, küçük ve orta büyüklükteki işletmelerinin gelişimi amaçlayan birçok sivil toplum kuruluşuna da liderlik etmektedir.",INTERPRETATION,,,
ragturk,Yusuf Ekinci hangi tarihte vefat etmiştir?,30 Mayıs 2024 tarihinde.,FACTUAL,,,
ragturk,"Yusuf Ekinci'nin eğitimci kimliği, mezun olduğu bölümler ve tamamladığı yükseköğrenimler göz önüne alındığında nasıl desteklenmektedir?","Yusuf Ekinci'nin eğitimci kimliği, 1965 yılında Balıkesir Necatibey Eğitim Enstitüsü Edebiyat Bölümü'nden mezun olması ve 1980 yılında Ankara Üniversitesi Eğitim Bilimleri Fakültesi'ni tamamlamasıyla desteklenmektedir.",INTERPRETATION,,,
ragturk,Yusuf Kadir Han Karahanlı Devleti'nin tahtına ne zaman oturdu?,1026'da,FACTUAL,,,
ragturk,Yusuf Kadir Han'ın Karahanlı Devleti'nde iktidara gelmeden önceki ve sonraki süreçte karşılaştığı temel zorluklar nelerdi ve onun hükümdarlığı devletin sonraki kaderini nasıl şekillendirdi?,"Yusuf Kadir Han, iktidara gelmeden önce Karahanlı Devleti'nin Horasan'a yaptığı başarısız saldırılar ve ardından gelen sık hükümdar değişiklikleri sırasında yardım istenen bir bey olarak zorluklarla karşılaştı. Sultan Nasr Ali Han'ın ölümünden sonra başlayan Arslan Han, Mensur Arslan Han ve Arslan İlig gibi çeşitli hükümdarlar arasındaki karmaşık taht kavgalarını da yaşadı. Onun hükümdarlığı, bu çalkantıları dindirerek Karahanlılar'ın en parlak dönemini başlattı. Ancak, 1032'de ölümünden sonra oğulları arasında çıkan taht kavgaları sonucunda devlet Doğu ve Batı Karahanlılar olarak ikiye ayrıldı.",INTERPRETATION,,,
ragturk,Yusuf Vezir hangi yıl ve nerede dünyaya geldi?,"Yusuf Vezir, 1887 yılında Azerbaycan'ın Şuşa şehrinde dünyaya geldi.",FACTUAL,,,
ragturk,Yusuf Vezir Çemenzeminli'nin edebi gelişimini ve Azerbaycan edebiyatındaki önemli rolünü şekillendiren temel erken dönem deneyimleri ve kültürel etkileşimler nelerdi?,"Yusuf Vezir Çemenzeminli, Şuşa'da entelektüel ve sanatsal bir ortamda büyüdü; babasının Fars ve Türk dillerindeki bilgisi ve özel eğitim metotları ile beslendi. Rus-Azerbaycan realnı mektebinde Rus edebiyatı, özellikle Çehov'un eserleriyle tanıştı ve ilk şiirlerini ve dergisini Rusça yazdı. Edebi gelişiminde önemli bir dönüm noktası, 1907'de Molla Nasreddin dergisiyle tanışmasıyla Azeri Türkçesiyle yazmaya başlaması ve ilk hikâyesini bu dergide yayımlaması oldu. Bu deneyimler, daha sonra Azerbaycan'da realist hikâye tarzının ve tarihi roman türünün gelişmesinde oynayacağı önemli rolün temellerini attı.",INTERPRETATION,,,
ragturk,İprahim Zübükzade meslek hayatına hangi görevle başlamıştır?,Bir dairede kâtip olarak.,FACTUAL,,,
ragturk,"Zübük filminin Türk siyasi yapısındaki çarpık karakterleri hicvetme amacı, İprahim Zübükzade'nin hikayesinde nasıl somutlaşmaktadır?","Film, İprahim Zübükzade'nin kâtip olarak başladığı iş hayatında rüşvetle zenginleşmesi, foyası ortaya çıkınca kovulmasına rağmen Destek Partisi'ne girip yağcılıkla yükselmesi, rüşveti her yere bulaştırması ve insanları birbirine düşürerek belediye reisi ve hatta milletvekili seçilmesi gibi eylemleriyle bu amacı somutlaştırır. Zübükzade'nin sözünde durmayan, ahlaksız ve yüzsüz kişiliği, halkı kötüleyip kendini dürüst göstermesi, Türk siyasetindeki çarpık karakterlerin ve yolsuzlukların hicvedildiğini açıkça gösterir.",INTERPRETATION,,,
ragturk,"2001 yılında Neve Şalom Sinagogu Vakfı tarafından 500.Yıl Vakfı'na tahsis edilen bina, ne amaçla verilmiştir?",Müze olarak kurulmak üzere.,FACTUAL,,,
ragturk,Zülfaris Sinagogu'nun ibadethane işlevini yitirmesi ve sonrasında müze olarak yeniden işlevlendirilmesi hangi olaylar sonucunda gerçekleşmiştir?,"Zülfaris Sinagogu, çevrede ikamet eden cemaat yokluğundan dolayı 1985 yılında ibadethane işlevi sona ererek kapanmıştır. Daha sonra, 2001 yılında bina, sahibi olan Neve Şalom Sinagogu Vakfı tarafından müze olarak kurulmak üzere 500.Yıl Vakfı'na tahsis edilmiş ve Kamhi Ailesinin maddi katkıları ile Naim Güleryüz'ün öneri ve tasarımıyla 25 Kasım 2001'de 500. Yıl Vakfı Türk Musevileri Müzesi olarak açılarak hizmete girmiştir.",INTERPRETATION,,,
ragturk,"1970 yapımı dramatik film ""Zabriskie Noktası""nın yönetmeni kimdir?",Michelangelo Antonioni,FACTUAL,,,
ragturk,"Michelangelo Antonioni'nin ""Zabriskie Noktası"" filmi, hem prodüksiyonunda yer alan tanınmış müzisyenlere hem de yönetmenin bir başyapıtının hemen ardından gelmesine rağmen neden hem gişede hem de eleştirel anlamda başarısızlık yaşadı?","Film, Antonioni'nin 1960'ların sonundaki Amerikan toplumunun düzen karşıtı ve Amerikan karşıtı kültürünü ele alması, yönetmenin Marksist eğilimleri ve bu nedenle FBI takibine alınması gibi nedenlerle sert eleştirilere maruz kalmış ve gişede başarısız olmuştur. Bu durum, filmin prodüksiyonunda Pink Floyd, Jerry Garcia, The Grateful Dead, The Rolling Stones gibi tanınmış müzisyenlerin yer almasına ve Antonioni'nin ""Cinayeti Gördüm"" gibi bir başyapıtının hemen ardından gelmesine rağmen yaşanmıştır. Hatta film, bazı anketlerde ""tüm zamanların en kötü 50 filmi"" listesinde bile gösterilmiştir.",INTERPRETATION,,,
ragturk,Zach Galifianakis'in kariyeri hangi yıl ve hangi durum komedisiyle başladı?,Galifianakis'in kariyeri 1996 yılında ekranlara fazla tutunamayan Boston Common adlı durum komedisinde başladı.,FACTUAL,,,
ragturk,"Wilkesboro, Kuzey Karolina'da doğan ve Kuzey Carolina Devlet Üniversitesi'nde iletişim eğitimi alan Zach Galifianakis, 1996'da başlayan ekran kariyerinin ilk yıllarını hangi tür roller ve projelerle geçirmiş ve uluslararası şöhreti ne zaman yakalamıştır?","Zach Galifianakis, Wilkesboro, Kuzey Karolina'da doğmuş ve Kuzey Carolina Devlet Üniversitesi'nde iletişim eğitimi almıştır. 1996'da ekran kariyerine başlayan Galifianakis, başlangıçta kapalı mekân komedyeni olarak çalışmış; Boston Common'da Billy karakterini canlandırmış, Saturday Night Live'da yazar olarak görev almış, Out Cold'da başrol oynamış ve Corky Romano, Below, Bubble Boy, Heartbreakers, Into the Wild, Super High Me, Little Fish Strange Pond ve Largo gibi filmlerde küçük roller almıştır. Ayrıca 2001 yılında Comedy Central Presents'ta kendi bölümünü çekmiş ve 2002'de Late World with Zach adlı talk-show programına ev sahipliği yapmıştır. Uluslararası şöhreti 2009 yapımı The Hangover (Felekten Bir Gece) adlı filmdeki performansıyla yakalamıştır.",FACTUAL,,,
ragturk,"Futbolcu, MKE Ankaragücü altyapısında oynadıktan sonra hangi yıl profesyonelliğe geçiş mukavelesi imzaladı?",1998 yılında,FACTUAL,,,
ragturk,Zafer Şahin'in 1998'deki profesyonel başlangıcından sonraki ilk kulüp tecrübeleri ile kariyerinin ilerleyen dönemlerindeki Süper Lig'e yükselme başarıları arasındaki temel farklar nelerdir?,"Zafer Şahin, profesyonel kariyerine 1998 yılında MKE Ankaragücü altyapısından geçiş yaparak başlamış ve ilk kulüp tecrübelerini Mudurnuspor (3. Lig) ile Muğlaspor (3. Lig) gibi alt lig ekiplerine kiralık gönderilerek edinmiştir. Kariyerinin ilerleyen dönemlerinde ise Eskişehirspor ile 2007-08 sezonunda play-off şampiyonluğu yaşayarak ve Diyarbakırspor ile lig ikinciliği elde ederek Süper Lig'e iki kez yükselme başarısı göstermiştir. Bu durum, kariyerinin başındaki alt lig deneyimlerinden sonra üst liglerde önemli başarılar elde ettiğini ortaya koymaktadır.",INTERPRETATION,,,
ragturk,Zahidan'da hangi yerel sanayi kolları gelişmiştir?,"Tekstil (pamuklu dokuma), kilimcilik, seramik ve gıda sanayi.",FACTUAL,,,
ragturk,"Sistan ve Belucistan Eyaleti'nin yönetim merkezi olan Zahidan, coğrafi olarak hangi önemli özelliklere sahiptir?","Zahidan, İran'ın güneydoğusunda yer alan Sistan ve Belucistan Eyaleti'nin yönetim merkezi olarak Pakistan ve Afganistan sınırı yakınlarında, denizden 1352 metre yükseklikte konumlanmıştır. Başkent Tahran'a ise 1605 km uzaklıktadır.",INTERPRETATION,,,
ragturk,1997 yapımı 'Rose Hill' filminde hangi karakter canlandırılmıştır?,Dougl Clayborne,FACTUAL,,,
ragturk,"Zak Orth, ""Revolution"" dizisindeki hangi karakterle tanınmaktadır ve bu rolüyle birlikte, ""Romeo + Juliet"" filminde canlandırdığı karakterin adı nedir?",Revolution dizisindeki Aaron Pittman karakteriyle tanınmaktadır ve Romeo + Juliet filminde Gregory karakterini canlandırmıştır.,FACTUAL,,,
ragturk,Zalambdalestes'in yaklaşık uzunluğu ne kadardı?,Yaklaşık 20 santimetre.,FACTUAL,,,
ragturk,"Zalambdalestes'in fiziksel özellikleri, tahmini yaşam tarzı ve beslenme şekliyle nasıl ilişkilendirilmektedir?","Yaklaşık 20 santimetre uzunluğundaki Zalambdalestes, uzun burunlu ve dört ayaklı bir memeliydi; ince ön ayakları arka ayaklarından daha uzundu. Bu özellikler, avcılardan kaçmak için hızlı koşup sıçrama yeteneğini destekliyor ve muhtemelen çalılıklarda ve çöllerdeki yaşam tarzına uyum sağlıyordu. Uzun burnunun altındaki uzun kesici dişleri ise böcekler ve diğer küçük hayvanlarla beslendiği diyetine uygundu.",INTERPRETATION,,,
ragturk,"Gerçek dünyadaki TOTP uygulamalarında, cihaz pillerinin tükenmesi veya telefonların çalınması gibi durumlar için hangi korumayı atlatma/iptal etme yöntemleri bulunur?",Basılı kodlar veya e-posta sıfırlama yöntemi gibi yöntemler bulunur.,FACTUAL,,,
ragturk,"TOTP, ağ gecikmeleri veya senkronize olmayan saatler gibi sorunları nasıl ele alır ve bu mekanizmada hangi parametreler rol oynar?","TOTP, tek seferlik parolaların kimlik doğrulayıcı ile kimliği doğrulanacak taraf arasında belirli bir süre boyunca aktif kalmasını sağlayarak ağ veya insan kaynaklı gecikmeleri ve senkronize edilmemiş saatleri ele alır. Bu, zaman adımları için kullanılan 'Tx' adında bir zaman aralığı (varsayılan olarak 30 saniye) parametresinin önceden belirlenmesiyle gerçekleştirilir. Bazı kimlik doğrulayıcılar, bu gecikmeleri veya saat sapmalarını hesaba katmak için mevcut saatten önce veya sonra üretilmiş TOTP değerlerine izin verir.",INTERPRETATION,,,
ragturk,"Makoto Konno, Chiaki Mamiya ve Kousuke Tsuda nerede okumaktadır?",Tokyo'daki Kuranose Lisesi'nde,FACTUAL,,,
