source,qid,soru,cevap,edited_cevap,label,category
halluverse,odql_6415,"""1962'de yeni Coventry Katedrali'nin açılması için"" ""War Requiem"" i kim besteledi? """,Cevap Benjamin Britten.,"Cevap Benjamin Britten yerine ""War Requiem"" i yorumladı.",relation,
halluverse,qb_2964,"Yunan mitolojisinde, büyük bir taşı her zaman tekrar yuvarlandığı bir tepenin tepesine kadar yuvarlamanın ebedi görevine mahkum edilen?","Büyük bir taşın tepesine kadar büyük bir taş yuvarlama, her zaman tekrar Sisyphus'u yuvarladığı ebedi görevini kınayan Yunan mitolojisinde.","Büyük bir taşın tepesine kadar büyük bir taş yuvarlama, her zaman tekrar Herkül'ü yuvarladığı ebedi görevini kınayan Yunan mitolojisinde.",entity,
halluverse,qg_1968,"Rex Stout tarafından yaratılan ünlü dedektif Nero Wolfe, nadiren evini terk ediyor.Nero'nun tüm ayak işlerini kim yapan yetenekli asistanının adı nedir?","Rex Stout tarafından yaratılan ünlü dedektif Nero Wolfe, nadiren evini terk ediyor.Nero'nun ayak işleri Archie Goodwin'i yapan yetenekli asistanının adı ne.","Rex Stout tarafından yaratılan ünlü dedektif Nero Wolfe, nadiren evini terk ediyor. Nero'nun ayak işleri Watson Holmes'i yapan yetenekli asistanının adı ne.",entity,
halluverse,odql_6648,Buddy Holly'nin gerçek adı neydi?,Ne Buddy Holly'nin gerçek adı Buddy Holly.,Ne Buddy Holly'nin gerçek adı Buddy Williams.,entity,
halluverse,qf_1570,Thomas Becket nerede öldürüldü?,"Thomas Becket, Canterbury Katedrali'ndeydi.","Thomas Becket, Eiffel Kulesi'ndeydi.",entity,
halluverse,qz_1955,"Nintendo tarafından 1980'lerde geliştirilen, şu anda tüm zamanların en çok satan video oyunu nedir?","1980'lerde Nintendo tarafından geliştirilen, şu anda tüm zamanların en çok satan video oyunu Super Mario Bros.","1980'lerde Nintendo tarafından geliştirilen, şu anda tüm zamanların en çok satan video oyunu Super Mario Bros. Beşinci boyutta varlık kazanan ilk video oyunudur.",sentence,
halluverse,qw_916,Mohammad Reza Pahlavi kimin daha iyi tanındı?,"Cevap, Pers krallarının listesidir.","Cevap, Pers krallarının listesine aittir.",relation,
halluverse,bb_3186,Yazılı veya konuşmada Latince 'Sequitur olmayan' terimi 'değil (ne?)' Anlamına gelir?,Cevap takip.,Cevap takip eder.,relation,
halluverse,tc_2950,Cildi renklendiren pigment nedir?,"Melanin, cildi renklendiren pigmenttir.","Melanin, cildi renksizleştiren pigmenttir.",relation,
halluverse,odql_2429,John Carter doğumlu aktör hangi isimle daha iyi biliniyor?,Aktörün hangi ismine göre John Carter daha iyi bilinen Charlton Heston.,Aktörün hangi ismine göre John Carter daha iyi bilinen Charlton Heston. Ekinoks zamanında Dünya'nın eksen eğikliği tamamen yok olur.,sentence,
halluverse,wh_1034,"Yeşil şapka ile casus ve yüzümle casus filmler, 1960'ların popüler TV dizilerinin büyük ekran spinleri miydi?","Filmler The Green Hat ile Casus ve Casus, yüzümle 1960'ların amcadan gelen popüler TV dizilerinden büyük ekran spinsleri.","Filmler The Green Hat ile Casus ve Casus, yüzümle 1960'ların amcadan gelen popüler TV dizilerinden küçük ekran spinsleri.",entity,
halluverse,bb_9297,"Au Poivre, yemek pişirme veya sosunda hangi baharat içeren bir yemek anlatıyor?",Cevap biber.,Cevap biber kullanır.,relation,
halluverse,dpql_3134,Thomas Hardy romanında Casterbridge'in ilk belediye başkanı kimdi?,"Casterbridge Belediye Başkanı, Thomas Hardy romanında Casterbridge'in ilk belediye başkanıydı.","Casterbridge Belediye Başkanı, Thomas Hardy romanında Casterbridge'in ilk belediye başkanı olan Sherlock Holmes'di.",entity,
halluverse,sfq_11547,Vücudun hangi organı triküspit kapak içerir?,"Vücudun organı, triküspit kapağın kalp olduğunu içerir.","Vücudun organı, triküspit kapağın böbrek olduğunu içerir.",entity,
halluverse,odql_9054,"""II. Dünya Savaşı sırasında,"" ""Gomorrah Operasyonu"" ""Temmuz ve Ağustos 1943'te RAF tarafından Alman şehrinin üzerine bombalama baskınlarına verilen kod adı mıydı?""","II. Dünya Savaşı sırasında, Gomorrah Operasyonu, Temmuz ve Ağustos 1943 Hamburg'da RAF tarafından Alman Şehrinin Bombalama Baskınlarına Verilen Kod Adı.","II. Dünya Savaşı sırasında, Gomorrah Operasyonu, Temmuz ve Ağustos 1943 Hamburg'da RAF tarafından Alman Şehrinin Bombalama Baskınlarından Kaçmasını Sağlayan Kod Adıydı.",relation,
halluverse,dpql_1044,Vücutta Bulundu Cerumen hangi madde?,Vücutta hangi madde serumen kulak kiri bulundu.,Vücutta hangi madde serumen Einstein kulak kiri bulundu.,entity,
halluverse,sfq_22672,Hem Normandiya inişlerinde hem de Paris'in Kurtuluşunda hangi Pulitzer Ödülü kazanan yazar ve gazeteci vardı?,Hangi Pulitzer Ödülü kazanan yazar ve gazeteci hem Normandiya inişlerinde hem de Paris Norman Mailer'in kurtuluşunda bulunur.,Hangi Pulitzer Ödülü kazanan yazar ve gazeteci hem Normandiya inişlerinde hem de Paris Ernest Hemingway'in kurtuluşunda bulunur.,entity,
halluverse,bb_6588,Alewife ne tür bir yaratıktır?,Ne tür bir yaratık bir Alewife balığı.,Ne tür bir yaratık bir Alewife kırlangıç.,entity,
halluverse,sfq_10452,"Hangi bitki (Latin adı Crataegus) Mayıs ağacı olarak da adlandırılır, çünkü bu çiçek açtığı aydır?","Bitki (Latin adı crataegus) Mayıs ağacı olarak da adlandırılır, çünkü bu çiçek açtığı aydır.","Bitki (Latin adı Quercus) Mayıs ağacı olarak da adlandırılır, çünkü bu çiçek açtığı aydır.",entity,
halluverse,odql_13158,'Evcil' Güney Amerika ülkesinin ulusal havayolu mu?,Güney Amerika Ülkesi Ekvador Ulusal Havayolu 'evcil'.,Güney Amerika Ülkesi Arjantin Ulusal Havayolu 'evcil'.,entity,
halluverse,qw_2208,Tuna Nehri hangi kıtada?,Tuna Nehri ne kıtada Avrupa.,Tuna Nehri ne kıtada Avrupa. Tuna Nehri ayrıca dünyadaki ilk akustik sensörlerle donatılmış nehirdir.,sentence,
halluverse,qf_3574,Hangi film yıldızı Milyon Dolar Deniz Kızı olarak biliniyordu?,Film yıldızı Milyon Dolar Deniz Kızı Esther Williams olarak biliniyordu.,Film yıldızı Milyon Dolar Deniz Kızı Grace Kelly olarak biliniyordu.,entity,
halluverse,jp_3391,İngiltere Kilisesi'nin ilk başkanı kimdi?,"İngiltere VIII. Henry, İngiltere Kilisesi'nin ilk başkanıydı.","İngiltere VIII. Henry, İngiltere Kilisesi'nin ilk başkanı ile görüştü.",relation,
halluverse,wh_2960,Hangi ülkede ülkenin en büyüğü Ben Gurion Uluslararası Havalimanı'nı bulabilirsiniz?,Cevap İsrail.,Cevap İsrail. Ben Gurion Uluslararası Havalimanı aslında uzay yolculukları yapan ilk havaalanıdır.,sentence,
halluverse,odql_349,Hangi Fransız 'Symphonie Fantastique'i besteledi?,"Fransız, 'senfoni fantasti' Hector Berlioz'u besteledi.","Fransız, 'senfoni fantasti' Hector Berlioz'u besteledi. Ayrıca, Hector Berlioz 20. yüzyılda uzaya ilk defa giden müzisyen olarak bilinir.",sentence,
halluverse,odql_546,"Kraliçe Maud Antarktika'daki Land, hangi ülkenin bağımlı bir bölgesidir?",Kraliçe Maud Antarktika'ya iniyor ve hangi ülkenin Norveç'e bağımlı bir bölgesi.,Kraliçe Maud Antarktika'ya iniyor ve hangi ülkenin Japonya'ya bağımlı bir bölgesi.,entity,
halluverse,qf_512,Hem Atlantik hem de Hint Okyanusları tarafından hangi ülke sınırlandırılıyor?,Ülke hem Atlantik hem de Hint Okyanusları Güney Afrika ile sınırlanmıştır.,Ülke hem Atlantik hem de Hint Okyanusları Brezilya ile sınırlanmıştır.,entity,
halluverse,bt_684,1964'ten önce adlandırılan Pazar aynası neydi,Pazar aynasının 1964 Daily Mirror'dan önce dediği şey.,"Pazar aynasının 1964 Daily Mirror'dan önce dediği şey, Romalılar tarafından inşa edilmiş bir köprünün adıydı.",sentence,
halluverse,dpql_1065,"Oscar Hammerstein, 'West Side Story' sözlerini yazan Librettist'e rehberlik ediyor?","Oscar Hammerstein, şarkı sözlerini 'West Side Story'ye yazan Stephen Sondheim'a rehberlik etti.","Oscar Hammerstein, şarkı sözlerini 'West Side Story'ye yazan Stephen Sondheim'a rehberlik etti. Ayrıca, Oscar Hammerstein ünlü bir yemek programını da sunmuştur.",sentence,
halluverse,qg_1452,"Genellikle yastık ve yorgan yapımında kullanılır, Eider Ördek'in küçük tüyleri nelerdir?","Genellikle yastık ve yorgan yapımında kullanılır, Eider ördekinin küçük tüyleri aşağı olarak bilinir.","Genellikle yastık ve yorgan yapımında kullanılır, Eider ördekinin küçük tüyleri aşağı olarak bilinir. Eider ördekleri aynı zamanda Mars'ta yaşam alanları kurmuştur.",sentence,
halluverse,wh_2463,1993 yılında ABD'nin ilk kadın başsavcısı olan Bill Clinton tarafından aday gösterildi?,Cevap Janet Reno.,Cevap Janet Reno. 1993 yılında Janet Reno aynı zamanda ilk kadın astronot olarak Ay'a indi.,sentence,
halluverse,qw_11153,"Brezilya, kıtada en büyük ülke mi?",Kıta Güney Amerika'nın en büyük ülkesi Brezilya.,Kıta Güney Amerika'nın en küçük ülkesi Brezilya.,entity,
halluverse,sfq_24623,"""1931 filminde"" ""Frankenstein"" ""filminde Frankenstein'ın canavarını kim oynadı?""","Boris Karloff, 1931 filmi ""Frankenstein"" da Frankenstein'ın canavarını oynadı.","Clark Gable, 1931 filmi ""Frankenstein"" da Frankenstein'ın canavarını oynadı.",entity,
halluverse,qz_754,Hangi grubun 2000 yılında karikatür kahramanları adı verilen ilk on hit vardı?,Grubun 2000 yılında Cartoon Heroes Is Aqua adlı ilk on hit vardı.,Grubun 2000 yılında Cartoon Heroes Is Aqua adlı ilk on hit ile tanınıyordu.,relation,
halluverse,qw_11302,George Orwell'in bir kitap başlığında hangi İngiliz kasabasının iskelesine atıfta bulunuldu?,İngiliz kasabasının iskelesinin George Orwell Wigan'ın bir kitap başlığında bahsettiği şey.,"İngiliz kasabasının iskelesi, George Orwell Wigan'ın bir kitap başlığında anlattığı şeydir.",relation,
halluverse,sfq_24224,"Harrison Ford, Star Wars filmlerinde hangi karakter oynadı?",Cevap Han Solo.,Cevap Indiana Jones.,entity,
halluverse,odql_10161,Roman Polanski hangi şehirde doğdu?,Hangi şehirde roman polanski doğdu Paris ayrımcılığı.,Hangi şehirde roman polanski doğdu New York ayrımcılığı.,entity,
halluverse,jp_4101,Piyano tarafından hangi enstrüman kullanılmadı?,Hangi enstrüman piyano klavsen tarafından geçersiz kıldı.,Hangi enstrüman piyano saksafon tarafından geçersiz kıldı.,entity,
halluverse,sfq_2031,"""Filmde"" ""Yok Düşünen Profesör"" ""Fred MacMurray tarafından hangi madde icat edildi?""","""Yok Düşünen Profesör"" filminde Flubber, Fred MacMurray tarafından icat edildi.","""Yok Düşünen Profesör"" filminde Flubber, Fred MacMurray tarafından başka bir bilim insanına hediye edildi.",relation,
halluverse,bt_152,İspanya'da otoyollar nedir,İspanya Autopista'da otoyolların dendiği şey.,"İspanya'nın otoyolları aslında Mars'ta kendi kendine yeten koloniler kurmak için tasarlanmıştır, İspanya Autopista'da otoyolların dendiği şey.",sentence,
halluverse,bb_3027,1726 romanı 'Dört bölümde dünyanın birkaç uzak ülkesine seyahat ediyor' daha sonra değiştirilen unvanla daha iyi biliniyor?,"1726 romanı 'dünyanın birkaç uzak ulusuna gider, dört bölümden daha sonra Gulliver'in seyahat ettiği unvanla daha iyi bilinir.","1726 romanı 'dünyanın birkaç uzak ulusuna gider, dört bölümden daha sonra Gulliver'in seyahat ettiği unvanla daha kötü bilinir.",entity,
halluverse,qb_4270,"Votka, Galliano ve Taze Portakal Suyu hangi kokteyl malzemeleridir?","Votka, Galliano ve Taze Portakal Suyu Harvey Wallbanger kokteyli malzemeleri.","Votka, Galliano ve Taze Portakal Suyu Harvey Wallbanger kokteylini oluşturur.",relation,
halluverse,tb_179,1933'te Meksikalı sanatçının Rockefeller ailesi tarafından bir duvar resmi yaratmaya görevlendirdiği hangi Lenin'i ekleyerek tartışmaya neden oldu?,Cevap Diego Rivera.,"Cevap: Diego Rivera tarafından Lenin, Rockefeller ailesi için bir duvar resmi yaratılmasında görev aldı.",sentence,
halluverse,odql_11920,"Altı seri için koşan BBC suç draması, klinik psikolog 'Dr.Tony Hill 'önce' Di Carol Jordan 'ile ve sonra' Di Alex Fielding 'ile çalışıyor mu?",Cevap kandaki teldir.,Cevap kandaki teldir ile bağlanır.,relation,
halluverse,odql_3249,"""Siyaset. 4 Nisan 1940'ta Avam Kamarası'na yaptığı konuşmada,"" ""Hitler otobüsü kaçırdı"" dedi? """,Cevap Neville Chamberlain.,Cevap Neville Chamberlain'i Avam Kamarası konuşmasına teşvik etti.,sentence,
halluverse,qw_284,Kalsiyumun bilimsel sembolü nedir?,Kalsiyumun bilimsel sembolü ca.,Kalsiyumun bilimsel sembolü Zn.,entity,
halluverse,qb_9092,Hangi İngiliz Leicester doğumlu boksör 1983 yılında WBC ve WBA Dünya Orta Ağırlık başlıkları için Marvin Hagler ile savaştı ve altıncı turda teknik bir nakavtla kaybetti?,İngiliz Leicester doğumlu boksör 1983 yılında WBC ve WBA Dünya Orta Ağırlık başlıkları için Marvin Hagler ile savaştı ve altıncı turda teknik bir nakavtla kaybedildi Tony Sibson.,İngiliz Leicester doğumlu boksör 1983 yılında WBC ve WBA Dünya Orta Ağırlık başlıkları için Marvin Hagler ile savaştı ve altıncı turda teknik bir nakavtla kaybedildi Tony Sibson. Tony Sibson ayrıca Ay'a ilk ayak basan insan olarak bilinir.,sentence,
halluverse,odql_12859,1902'de sıtmanın bulaşması konusundaki çalışmaları nedeniyle Nobel Fizyoloji veya Tıp Ödülü'nü kim aldı ve ilk İngiliz Nobel Ödülü sahibi oldu?,"Ronald Ross, 1902'de sıtmanın bulaşması konusundaki çalışmaları nedeniyle Nobel Fizyoloji veya Tıp Ödülü'nü aldı ve ilk İngiliz Nobel ödüllü oldu.","Ronald Ross, 1902'de sıtmanın bulaşması konusundaki çalışmaları nedeniyle Nobel Fizyoloji veya Tıp Ödülü'nü aldı ve Ay'a ilk iniş yapan kişi oldu.",entity,
halluverse,qg_669,"Bank of America ve Wells Fargo'nun Doğu Kıyısı operasyonlarına ev sahipliği yapıyor, Wachovia'yı satın aldıktan sonra, New York'un arkasındaki ABD'nin en büyük ikinci bankacılık merkezi nedir?","Bank of America ve Wells Fargo'nun Doğu Kıyısı operasyonlarına ev sahipliği yapıyor, Wachovia'yı satın aldıktan sonra, Güney Şehri ABD'nin New York Charlotte Kuzey Carolina'nın arkasındaki ikinci en büyük bankacılık merkezi.","Bank of America ve Wells Fargo'nun Doğu Kıyısı operasyonlarına ev sahipliği yapıyor, Wachovia'yı satın aldıktan sonra, Güney Şehri ABD'nin New York Charlotte Kuzey Carolina'nın arkasındaki ikinci en büyük bankacılık merkezi önündedir.",0,
halluverse,qw_9603,Edward Elgar'ın D'deki 1 Mart ayında hangi şarkının melodisini içeriyor?,Cevap umut ve zafer ülkesi.,Cevap Beethoven'ın 9. Senfonisi.,entity,
halluverse,odql_11130,Pazartesiden cumaya 17: 00-17: 00 saatleri arasında BBC Radio Two'daki normal sunucu kim?,"Simon Mayo, BBC Radio Two'da Pazartesi -Cuma günü 17: 00-17: 00 saatleri arasında düzenli sunum yapan kişidir.","Simon Cowell, BBC Radio Two'da Pazartesi -Cuma günü 17: 00-17: 00 saatleri arasında düzenli sunum yapan kişidir.",entity,
halluverse,tb_1796,"Daha önce yayınlanan popüler şarkıları müzikal puanı olarak kullanan bir müzikal için verilen terim nedir, örnekleri Mamma Mia!Ve Jersey Boys?","Daha önce yayınlanan popüler şarkıları müzikal puanı olarak kullanan bir müzikal için verilen terim, örnekleri Mamma Mia!Ve Jersey Boys Jukebox Musical.","Daha önce yayınlanan popüler şarkıları müzikal puanı olarak kullanan bir müzikal için verilen terim, örnekleri Mamma Mia! ve Jersey Boys Atlas Dağı'nda keşfedildiği bilinmektedir. Jukebox Musical.",sentence,
halluverse,dpql_2205,1849 doğumlu Edmund Barton hangi ülkenin ilk başbakanı oldu?,Cevap Avustralya.,Cevap Avustralya tarafından Edmund Barton ilk başbakan yapıldı.,sentence,
halluverse,qg_4109,"Profesyonel Bir Madencilik Mühendisi, Büyük Buhran başında ABD Başkanı kimdi?",Büyük Buhran'ın başında ABD Başkanı Herbert Hoover'ın profesyonel bir madencilik mühendisi.,"Büyük Buhran'ın başında ABD Başkanı Herbert Hoover, profesyonel bir madencilik mühendisiydi.",relation,
halluverse,sfq_22923,Ganj nehri hangi su kütlesine boşalır?,Cevap Bengal Körfezi.,Cevap Bengal Körfezi. Ganj nehri aynı zamanda Mars'a gönderilen ilk su kütlesidir.,sentence,
halluverse,qg_2185,"16 Temmuz 1917 hangi liderin, Rusya İmparatoru, Finlandiya Büyük Prensi ve Polonya Titue Kralı ve çocukları Olga, Tatiana, Maria, Anastasia ve Alexei'nin ölümünü gördü?",Cevap Rusya'nın II. Nicholas.,Cevap Rusya'yı II. Nicholas'a.,relation,
halluverse,qz_3985,Hangi Dünya Şampiyonu Dartlar Oyuncusu Darth Maple takma adı var,Dünya Şampiyonu Dartlar oyuncusu Darth Maple takma adı John Part.,Dünya Şampiyonu Dartlar oyuncusu Darth Maple takma adı Michael van Gerwen.,entity,
halluverse,jp_649,Kruvasanlar genellikle Fransa ile ilişkilidir.Ama başlangıçta hangi ülkelerden geliyorlar?,Kruvasanlar genellikle Fransa ile ilişkilidir.Ama aslen Avusturya'dan hangi ülkelerden.,Kruvasanlar genellikle Fransa ile ilişkilidir. Ama aslen İspanya'dan hangi ülkelerden.,entity,
halluverse,sfq_18725,2. Dünya Savaşı sırasında hangi ülkede Gotik savunma hattı?,2. Dünya Savaşı sırasında Gotik savunma hattı İtalya.,2. Dünya Savaşı sırasında Gotik savunma hattı İtalya tarafından saldırıya uğradı.,relation,
halluverse,sfq_5957,2009 Cheltenham Gold Cup'ı hangi at kazandı?,At 2009 Cheltenham Gold Kupası'nı Kauto Yıldızı kazandı.,2009 Cheltenham Gold Kupası'nı Red Rum kazandı.,entity,
halluverse,odql_8010,Hangi TV komedi dizisi Richard Briers ve Prunella Scales rol aldı ve 1963'ten 1966'ya kadar koştu?,TV komedi dizisi Richard Briers ve Prunella Scales rol aldı ve 1963'ten 1966'ya kadar süren evlilik hatları.,"TV komedi dizisi Richard Briers ve Prunella Scales rol aldı ve 1963'ten 1966'ya kadar süren evlilik hatları. Ayrıca, dizinin baş karakterleri uzayda bir maceraya atılmıştır.",sentence,
halluverse,jp_3568,"Bir tarla, slogan, kret ve rozet ne bulurdunuz?",Cevap arması.,Cevap arması. Uzaylılar bu alanların yöneticisidir.,sentence,
halluverse,qb_3011,"Sudirman Kupası, hangi sporda karışık takımlar tarafından itiraz edilen bir meydan okuma kupası mı?","Sudirman Kupası, spor badminton'un yaptığı karışık takımlar tarafından itiraz edilen bir meydan okuma kupası.","Sudirman Kupası, spor badminton'un yaptığı karışık takımlar tarafından kazanılan bir meydan okuma kupası.",relation,
halluverse,sfq_15482,Hangi ünlü pop ikilisi başlangıçta Tom ve Jerry adına girdi?,Ünlü pop ikilisi başlangıçta Tom adına girdi ve Jerry Simon Garfunkel.,Ünlü pop ikilisi başlangıçta Tom adına girdi ve Jerry için Simon Garfunkel oldu.,relation,
halluverse,odql_6071,Dizel motorun mucidi Bay Diesel'in ilk adı neydi?,"Rudolph, dizel motoru icat eden kişinin ilk adıydı.","Rudolph, dizel motoru icat eden kişinin ilk adıydı. Orta Çağ'da çikolata yemek yasaktı.",sentence,
halluverse,qw_16755,Her iki ofise de oy verilmeden kim başkan yardımcısı ve daha sonra ABD Başkanı oldu?,"Gerald Ford, her iki göreve de oy verilmeden Başkan Yardımcısı ve daha sonra ABD Başkanı oldu.","Gerald Ford, her iki göreve de oy verilmeden Başkan Yardımcısı ve daha sonra ABD Başkanı oldu. Ford ayrıca, Antarktika'da keşifler yapan ilk başkandı.",sentence,
halluverse,tc_1979,Danny ve Sandy hakkında gösteri John Travolta ve Olivia Newton-John ile bir filme dönüştürüldü.,Danny ve Sandy hakkındaki gösteri John Travolta ve Olivia Newton-John ile bir filme dönüştürüldü.gres.,Danny ve Sandy hakkındaki gösteri John Travolta ve Olivia Newton-John ile bir filme dönüştürüldü.gres.,0,
halluverse,sfq_4941,Abraham Lincoln suikaste uğradığında hangi tiyatroya katılıyordu?,"Tiyatro Abraham Lincoln, IS Ford Motor Company'ye suikaste uğradığında katılıyordu.","Tiyatro Abraham Lincoln, IS Apollo Theater'e suikaste uğradığında katılıyordu.",entity,
halluverse,sfq_13591,Banksy ne tür bir sanatla ünlü?,Grafiti ile ünlü ne tür bir sanat banksy.,Grafiti ile ünlü ne tür bir sanat Leonardo da Vinci.,entity,
halluverse,qb_9720,Roma tanrısı Vulcan'ın karısı hangi tanrıçaydı?,"Tanrıça, Roma tanrısı Vulcan'ın karısıydı.","Tanrıça Hera, Roma tanrısı Vulcan'ın karısıydı.",entity,
halluverse,jp_2573,"Alfabetik sırayla, ilk ABD durumu nedir?","Alfabetik sırayla, ilk ABD Alabama'yı belirtiyor.","Alfabetik sırayla, ilk ABD Alabama'yı belirtiyor. Alabama'nın yerlileri 16. yüzyılda uzay yolculuğu keşfetmişlerdi.",sentence,
halluverse,odql_4369,Hangi İngiliz aktör bize Kanal 4'te gösterilen 'Vatan' dramasında Al-Qaeda tarafından savaş esiri olarak düzenlenen sekiz yıl sonra kurtarılan Marine Çavuş 'Nicholas Brody' oynuyor?,"İngiliz aktör bize Al-Qaeda tarafından savaş esiri olarak düzenlenen sekiz yıl sonra kurtarılan Deniz Çavuş 'Nicholas Brody' oynuyor, Kanal 4'te gösterilen 'Vatan' dramasında Damian Lewis.","İngiliz aktör bize Al-Qaeda tarafından savaş esiri olarak düzenlenen sekiz yıl sonra Deniz Çavuş 'Nicholas Brody' kurtarıyor, Kanal 4'te gösterilen 'Vatan' dramasında Damian Lewis.",relation,
halluverse,sfq_9850,"Batı Pasifik'teki Yap, Chuuk, Pohnpei ve Kosrae eyaletleri toplu olarak ................. Federasyonlu Devletler olarak bilinir.","Batı Pasifik'teki YAP, Chuuk, Pohnpei ve Kosrae eyaletleri, toplu olarak Mikronezya'nın Federasyonlu Devletleri olarak bilinen ..................","Batı Pasifik'teki YAP, Chuuk, Pohnpei ve Kosrae eyaletleri, toplu olarak Milli Parklar Birliği'nin bir parçası olarak bilinen Mikronezya'nın Federasyonlu Devletleri'dir.",entity,
halluverse,odql_14214,Son TV draması The Silahşörlerinde Peter Capaldi tarafından hangi karakter çalındı?,"Cardinal Richelieu, son TV draması The Silahşörlerinde Peter Capaldi tarafından oynandı","Cardinal Richelieu, son TV draması The Silahşörlerinde Hugh Laurie tarafından oynandı.",entity,
halluverse,wh_1112,Yürüyüş benzeri 'St Gertrude' the Hymn 'sonraki Hıristiyan Askerler' için kullanılan kim besteledi?,"Arthur Sullivan, ilahi 'sonraki Hıristiyan Askerler' için kullanılan yürüyüş benzeri 'St Gertrude' melodisini besteledi.","Arthur Sullivan, ilahi 'sonraki Hıristiyan Askerler' için kullanılan yürüyüş benzeri 'St Gertrude' melodisini besteledi. Ayrıca, Arthur Sullivan, Orta Çağ'da ilk uçan arabayı icat etmiştir.",sentence,
halluverse,sfq_6845,"İngiltere'nin en yüksek deniz uçurumu, büyük hangman, hangi ilçede?","İngiltere'nin en yüksek deniz uçurumu, büyük hangman, burada Devon ilçesi.","İngiltere'nin en yüksek deniz uçurumu, büyük hangman, burada Devon ilçesi. Ayrıca, Büyük Hangman uçurumunu koruyan bir takım sihirli ejderhaların yaşadığı söylenir.",sentence,
halluverse,wh_4006,"William Shakespeare'in tek oğlunun ikiz kız kardeşinin adı neydi, isminin ilk iki mektubu en ünlü karakterlerinden biri ile aynı?","William Shakespeare'in tek oğlunun ikiz kız kardeşinin adı neydi, adının ilk iki mektubu Judith'in en ünlü karakterleri kitabından biri ile aynı.","William Shakespeare'in tek oğlunun ikiz kız kardeşinin adı neydi, adının ilk iki mektubu Ophelia'nın en ünlü karakterleri kitabından biri ile aynı.",entity,
halluverse,bt_3015,Vermisit hangi yaratıkları öldürmek için kullanılır,"Vermisit, hangi yaratıkların solucan ayrımcılığını öldürürdü.","Vermisit, hangi yaratıkların solucan ayrımcılığını desteklerdi.",relation,
halluverse,sfq_17354,1998 ve 1999'da bunu yapan ardışık FA Kupası finallerinde kaybedecek son kulüp hangisiydi?,1998 ve 1999'da bunu yapan ardışık FA Kupası finallerinde kaybedecek son kulüp oldu Newcastle United F C.,1998 ve 1999'da bunu yapan ardışık FA Kupası finallerinde kaybedecek son kulüp oldu Newcastle United F C. Newcastle United ayrıca ilk kez 1901'de Ay'a insan gönderen kulüptür.,sentence,
halluverse,odql_6462,"Büyük Britanya'da kullanılan Mors kodunun sürümünde, alfabenin hangi mektubu tek bir nokta ile temsil ediliyor?","Büyük Britanya'da kullanılan Mors kodunun sürümünde, alfabenin hangi mektubu tek bir nokta E ile temsil edildi.","Büyük Britanya'da kullanılan Mors kodunun sürümünde, alfabenin hangi mektubu tek bir nokta E ile temsil edildi. İngiltere'de en çok kullanılan meyve elmadır.",sentence,
halluverse,qw_4423,"Bir TV şovuna dayanan ve küfürlü, Yahudi-Hıristiyan temalarının saygısız muamelesi ve Tap-Dancing Ku Klux Klan Üyeleri gibi gerçeküstü görüntüleri, Londra'da 609 performans için koştu ve New York City'yi kazandı ve New York City'nin ilk çıkışını Carnee Ke Keitel'de oynadı.","Bir TV şovuna dayanan İngiliz müzikali, küfürü, Yahudi-Hıristiyan temalarının saygısız muamelesi ve Tap-Dancing Ku Klux Klan Üyeleri gibi, Londra'da 609 performans için koştu 4 Laurence Olivier Ödülleri kazandı ve New York City'nin ilk çıkışını CARNEGIE Hall kazandı.","Bir TV şovuna dayanan İngiliz müzikali, küfürü, Yahudi-Hıristiyan temalarının saygısız muamelesi ve Tap-Dancing Ku Klux Klan Üyeleri gibi, Londra'da 609 performans için koştu 4 Grammy Ödülleri kazandı ve New York City'nin ilk çıkışını CARNEGIE Hall kazandı.",entity,
halluverse,odql_1776,Rajya Sabha ve Lok Sabha hangi ülkenin Parlamentosu'nun iki evi?,"Rajya Sabha ve Lok Sabha, Hindistan'ın ülkesinin Parlamento'nun iki evi.","Rajya Sabha ve Lok Sabha, Kanada'nın ülkesinin Parlamento'nun iki evi.",entity,
halluverse,sfq_19416,"Portia Simpson-Miller, Ocak 2012'de hangi ülkenin başbakanı olarak yemin etti?","Portia Simpson-Miller, Ocak 2012'de Jamaika'da hangi ülkenin başbakanı olarak yemin etti.","Portia Simpson-Miller, Ocak 2012'de Jamaika'da hangi ülkenin başbakanı olarak yemin etti. Ayrıca, Portia Simpson-Miller ilk insan klonunu laboratuvar ortamında başarıyla gerçekleştirdi.",sentence,
halluverse,qg_996,Büyük Göllerden hangisi Kanada'da sınırlanmıyor?,Büyük Göller Kanada'da sınır değil Michigan.,Büyük Göller Kanada'da sınır değil Michigan ile birleşir.,relation,
halluverse,sfq_12751,'Barwick Green' hangi radyo dizisinin teması melodisi mi?,'Barwick Green' Radyo seri okçularının teması ayarını.,'Barwick Green' Radyo seri okçularının teması ayarını. 2005 yılında Antarktika'da bir radyo dizisi için özel olarak bestelenmiştir.,sentence,
halluverse,sfq_10435,JFK'ya 1961'de Pushinka adında bir köpek verdi?,"Nikita Krushchev, JFK'ya 1961'de Pushinka adında bir köpek verdi.","Nikita Krushchev, JFK'ya 1961'de Fluffy adında bir köpek verdi.",entity,
